,Frame,Timestamp,x_vehicle_coordinates,y_vehicle_coordinates,z_vehicle_coordinates,speed_vehicle,steering_angle,imu_X,imu_Y,imu_Z,gyr_X,gyr_Y,gyr_Z,ImageName
1,3588,1658834925.37827,109.50276184082,53.2931518554688,0.144299849867821,10.5839993476868,0,-0.47241535782814,1.89349675178528,11.5000114440918,1.9810699224472,0.31919652223587,-0.043428115546703,1.png
2,3589,1658834927.31576,109.50276184082,53.2931518554688,0.010851554572582,7.5660816192627,0,-0.686456739902496,1.86231338977814,36.1717071533203,-1.4162871837616,0.272488236427307,1.24978029727936,2.png
3,3590,1658834927.90667,109.50276184082,53.2931518554688,-0.059487037360668,3.66759595870979,0,-0.083015143871307,-0.169521689414978,25.6307773590088,0.418244242668152,0.81034791469574,1.13164901733398,3.png
4,3591,1658834928.48358,109.50276184082,53.2931518554688,-0.090108908712864,1.39899601936342,0,-0.414133757352829,1.07188749313355,20.5943603515625,-0.652871191501617,1.30658006668091,0.515680611133575,4.png
5,3592,1658834929.08699,109.50276184082,53.2931518554688,-0.098193548619747,0.141517907381329,0,-0.836782693862915,-0.211482539772987,16.0400676727295,0.051638707518578,0.355919510126114,-1.3137948513031,5.png
6,3593,1658834929.67333,109.50276184082,53.2931518554688,-0.09428134560585,0.501464670896569,0,-1.37809729576111,-0.917135715484619,11.2064456939697,-1.1849889755249,-0.705655932426453,-0.384351164102554,6.png
7,3594,1658834930.26214,109.50276184082,53.2931518554688,-0.084683381021023,0.781330972909951,0,0.392377316951752,1.16393482685089,11.9065780639648,0.402533978223801,0.393897980451584,0.622770845890045,7.png
8,3595,1658834930.84292,109.50276184082,53.2931518554688,-0.073050729930401,0.85515620112441,0,0.026516521349549,-1.20718252658844,10.8307247161865,2.0703661441803,1.20797729492188,0.569295287132263,8.png
9,3596,1658834931.42899,109.50276184082,53.2931518554688,-0.061388622969389,0.81931030154233,0,-1.05739676952362,0.892621517181397,8.79122924804688,-0.040689669549465,0.125425159931183,0.620595037937164,9.png
10,3597,1658834932.00994,109.502769470215,53.2920837402344,-0.050727844238281,0.813666781133999,0,7.26626682281494,0.6350958943367,7.80220413208008,0.952961266040802,-0.645985424518585,-0.820177972316742,10.png
11,3598,1658834932.6091,109.502876281738,53.2731971740723,-0.041749075055122,1.96622827166088,0,6.77588653564453,0.992625057697296,8.43717384338379,1.23595237731934,0.957359552383423,0.083974041044712,11.png
12,3599,1658834933.19723,109.503105163574,53.2371063232422,-0.034327581524849,2.98207061743256,0,5.09657716751099,0.296879678964615,9.8042459487915,-1.83423364162445,-1.00177311897278,1.61493945121765,12.png
13,3600,1658834933.77617,109.50350189209,53.1885528564453,-0.028240203857422,3.76844634027977,-7.48142280564212E-05,1.96656167507172,-0.45307782292366,9.65183067321777,1.36439454555511,0.503909587860107,-0.2025947868824,13.png
14,3601,1658834934.3526,109.503883361816,53.1310958862305,-0.023289756849408,4.36665335536505,-5.32991189953618E-05,2.32293725013733,-0.46429044008255,7.7527379989624,-0.858736634254456,-1.08051991462708,-0.036965075880289,14.png
15,3602,1658834934.94187,109.504356384277,53.0649490356445,-0.019337119534612,4.95842406616418,-5.31193192721585E-05,0.898850917816162,-0.182813420891762,8.64454746246338,2.15291953086853,0.833179473876953,-0.454950362443924,15.png
16,3603,1658834935.53521,109.504867553711,52.9927864074707,-0.01618411950767,5.36773792610925,-5.30091686374969E-05,3.18133234977722,0.435250103473663,10.4147787094116,-1.48167443275452,0.429184317588806,0.746333777904511,16.png
17,3604,1658834936.11751,109.505424499512,52.9140281677246,-0.013717574998736,5.894936613748,-5.28718863148561E-05,2.32166624069214,0.031419314444065,8.03843021392822,-0.770331680774689,-1.00189530849457,-0.294241040945053,17.png
18,3605,1658834936.71187,109.506042480469,52.8269805908203,-0.01183326728642,6.52779183992159,-5.27046362737216E-05,2.85625338554382,1.21742343902588,8.20639228820801,-0.800070881843567,-1.05403244495392,-2.44073677062988,18.png
19,3606,1658834937.30089,109.506744384766,52.7302970886231,-0.010421523824334,7.25114550445144,2.09787946098898E-05,4.31959772109985,1.27360117435455,12.284252166748,-1.18411338329315,-0.565904974937439,0.113988183438778,19.png
20,3607,1658834937.88561,109.507507324219,52.6226119995117,-0.009387320838869,8.07755402387551,-7.31838036657441E-05,5.32855319976807,1.13784456253052,9.94206237792969,0.787595987319946,0.692667186260223,1.54935896396637,20.png
21,3608,1658834938.48322,109.508338928223,52.5029182434082,-0.008642883040011,8.95555027136869,-5.20564336662916E-05,4.40515518188477,-0.558980286121368,9.47287368774414,-1.21747517585754,0.560076773166657,0.88145637512207,21.png
22,3609,1658834939.05996,109.509284973145,52.3707160949707,-0.00811355561018,9.87408468476877,2.06977937234634E-05,6.5094952583313,-0.131804451346397,10.4121952056885,-0.479668527841568,-1.39915430545807,-0.79817122220993,22.png
23,3610,1658834939.65071,109.510299682617,52.2251663208008,-0.007749557495117,10.8581611623525,-7.21386358393648E-05,6.25841856002808,1.16005146503448,8.07626438140869,-1.32983648777008,-1.30816805362701,-1.44415462017059,23.png
24,3611,1658834940.2584,109.511451721191,52.0652313232422,-0.00751529680565,11.9310708347588,2.04775665664358E-05,4.47460746765137,-1.18505370616913,9.15058422088623,-1.52345979213715,-0.25187811255455,1.75113570690155,24.png
25,3612,1658834940.84112,109.512680053711,51.8901252746582,-0.007375411689281,13.0131160423837,-7.13212529772328E-05,5.11460876464844,-1.29614305496216,10.0820302963257,-0.122321002185345,0.038428261876106,-1.52255725860596,25.png
26,3613,1658834941.43025,109.51399230957,51.7006149291992,-0.007281036116183,14.0271239286573,-5.06804417275091E-05,6.09459114074707,-0.373252302408218,9.36942672729492,0.750695466995239,-1.43308651447296,0.999761879444122,26.png
